date_time,check1.5,flag_tot,flag1.3,flag1.5,flag1.6,flag1.7,flag2.1,flag2.3,flag2.6,flag4.1,flag4.2,flag5.1,flag6.1,humid_rel_max,humid_rel_min,rad_solar_max,rad_solar_sd,rad_uv_max,rad_uv_sd,rad_uv_tot,rain_tot,temp_air_max,temp_air_min,temp_ground_avg,temp_ground_min,wind_dir,wind_dir_sd,wind_speed,wind_speed_max
"2018-11-07",NA,0,0,NA,0,0,0,0,0,0,0,0,0,89.6,52.24,753,169.1,28.33,7.591,0.153,0,23.24,15.31,18.24,15.02,173.7,36.81,1.837,7.175
"2018-11-08",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.1,36.66,1284,421.3,59.9,19.76,1.397,0,26.01,12.5,19.01,12.47,157.8,48.07,1.349,5.675
"2018-11-09",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,47.81,1624,302.7,68.33,14.49,1.038,0,25.8,11.17,19.42,11.49,47.67,47.26,0.928,5.075
"2018-11-10",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.7,47.83,1411,397.1,63.25,18.59,1.286,0,26.73,14.78,21.2,14.17,21.03,54.58,1.428,6.875
"2018-11-11",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,58.57,1365,306.9,57.87,14.33,1.05,0,26.67,13.24,20.87,13.13,21.22,38.15,1.293,5.9
"2018-11-12",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.3,50.71,1305,418.6,60.4,19.61,1.361,0,27.74,15.9,22.14,14.82,22.36,36.61,1.584,7.475
"2018-11-13",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.1,53.37,1372,260.8,57.16,12.4,0.852,0,26.51,16.4,22.22,15.91,5.565,34.8,1.89,7.55
"2018-11-14",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.8,46.73,1463,295.1,63.66,14.37,0.951,0,28.67,15.55,21.81,14.94,354.2,35.76,1.222,5.45
"2018-11-15",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,58.2,1470,337.5,63.36,15.15,1.017,0,28.62,16.36,22.72,15.38,356.8,42.92,1.553,6.95
"2018-11-16",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,59.33,1402,366.7,60.4,17.08,1.127,0,30.47,18.21,24.74,17.48,15.23,31.66,1.869,6.8
"2018-11-17",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,50.38,1281,335.5,51.87,15.09,1.083,0,32.44,20.6,25.64,20.04,89.1,85.9,1.988,8.68
"2018-11-18",NA,0,0,NA,0,0,0,0,0,0,0,0,0,94.2,54.22,1340,307,57.46,14.88,0.972,0,28.12,19.27,23.48,18.99,156.4,42.31,1.553,5.975
"2018-11-19",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,60.27,1300,189.7,56.15,9.72,0.666,1.524,25.65,18.79,21.88,19.05,43.9,66,1.304,7.25
"2018-11-20",NA,0,0,NA,0,0,0,0,0,0,0,0,0,92.9,47.03,1206,385.6,53.7,17.96,1.213,0,33.92,20.39,26.27,20.24,355.6,45.43,2.641,8
"2018-11-21",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.2,44.15,1233,342.2,53.9,16.62,0.932,0.508,31.04,17.78,23.76,17.72,161,42.52,1.864,7.625
"2018-11-22",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.6,45.77,1373,429.4,66.19,20.54,1.473,0.254,27.6,18.14,23.19,17.8,156.7,42.35,1.936,6.65
"2018-11-23",NA,0,0,NA,0,0,0,0,0,0,0,0,0,93.4,59.16,1515,269.6,64.98,13.39,0.871,0,26.64,18.37,22.33,18.46,123.4,63.12,1.153,4.7
"2018-11-24",NA,0,0,NA,0,0,0,0,0,0,0,0,0,91.3,56.04,1278,304.5,56.15,14.63,0.989,0,28.8,19.52,24.39,19.48,2.923,29.21,2.194,7.775
"2018-11-25",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.4,59.37,1164,392.7,53.4,18.7,1.217,0,31.49,21.39,26.33,20.75,11.39,31.47,2.592,7.85
"2018-11-26",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.2,48.61,1100,402.6,53.8,19.25,1.324,0,33.96,20.58,27.57,19.9,10.03,42.24,2.036,6.875
"2018-11-27",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.7,52.48,1234,391.3,51.77,18.74,1.214,0.254,34.6,21.55,27.75,21.47,4.304,29.25,1.999,7.1
"2018-11-28",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.8,62.2,1432,205.8,66.4,11.29,0.661,2.032,26.8,16.74,21.81,16.89,165.5,44.94,2.256,8.6
"2018-11-29",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.4,55.12,1526,263.7,68.94,13.16,0.86,0.508,24.91,14.03,20.03,13.02,157.1,40.62,1.482,6.125
"2018-11-30",NA,0,0,NA,0,0,0,0,0,0,0,0,0,92.5,49.62,1478,402.7,66.3,18.78,1.349,0,27.07,13.15,22.03,12.28,41,63.16,1.821,7.85
"2018-12-01",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.9,41.34,1238,383.5,57.15,18.15,1.296,6.858,29.44,15.4,23.58,14.85,0.388,50.95,2.84,9.35
"2018-12-02",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.5,61.64,1397,343.9,58.17,15.39,1.091,0.508,28.38,20.69,24.71,20.7,26.15,49.03,1.792,7.25
"2018-12-03",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,49.95,1087,415.9,52.79,19.14,1.352,0.254,30.62,20.37,26.18,20.32,22.35,29.11,1.989,7.55
"2018-12-04",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.3,77.02,1266,170.2,54.73,9.31,0.606,3.048,27.39,19.62,24.13,19.8,72.43,60.23,1.429,8.6
"2018-12-05",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.1,67.27,1456,306.2,60.91,14.25,0.965,0,31.08,22.77,26.55,22.46,137,42.11,1.124,5.525
"2018-12-06",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.6,65.04,1351,360.6,60,17.18,1.025,0,31,22.56,26.66,22.47,35.42,83.1,2.055,7.475
"2018-12-07",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.5,53.82,1211,365.9,56.54,17.7,1.151,0,33.68,24.13,27.85,23.91,7.739,29.93,2.64,7.325
"2018-12-08",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.3,64.13,1392,383.7,58.68,18.46,1.066,75.18,30.19,20.75,25.38,20.76,80.4,59.66,1.66,8.68
"2018-12-09",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,67.74,1475,304.1,67.21,15.57,1.055,11.94,28.48,19.04,23.88,19.06,156.6,39.92,1.453,5.9
"2018-12-10",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,92.5,505,86.8,28.44,5.537,0.389,25.65,20.86,18.21,19.57,18.18,182.4,38.3,2.002,6.5
"2018-12-11",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,59.55,1591,339.4,70.67,16.29,1.087,2.286,27.05,16.17,21.14,16.34,163.4,42.23,1.252,5.6
"2018-12-12",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,48,1234,434.2,58.68,21,1.547,0,29.34,14.98,23.58,15.05,18.39,55.45,1.36,6.5
"2018-12-13",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,63.44,1397,324.5,59.69,15.85,1.17,0,29.43,18.44,24.92,18.44,145.2,42.19,0.955,4.85
"2018-12-14",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.2,61.15,1289,334.4,60.61,16.06,1.014,0,30.19,22.55,26.14,22.62,50.37,28.44,1.124,5.825
"2018-12-15",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.5,62.21,1394,388,61.62,18.37,1.224,0,30.82,22.48,26.42,22.52,16.89,44.94,2.024,7.625
"2018-12-16",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.3,55.36,1510,383.6,68.23,18.6,1.206,0,31.41,21.05,26.7,20.48,30.87,30.35,1.561,5.9
"2018-12-17",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,50.53,1126,408.8,54.21,20.01,1.413,0,33.97,20.18,26.86,19.74,3.315,38.59,2.111,7.7
"2018-12-18",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95,47.58,1086,419,53.8,20.34,1.482,0,36.2,23.71,29.09,23.4,359.9,38.73,2.121,6.65
"2018-12-19",NA,0,0,NA,0,0,0,0,0,0,0,0,0,94.9,48.71,1240,407.1,56.85,19.7,1.41,1.27,36.07,22.83,29.33,22.38,72.14,78.56,1.746,5.9
"2018-12-20",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,68.86,1091,168.8,48.33,8.94,0.583,18.29,28,21.39,24.13,21.49,152.9,42.81,1.176,5.525
"2018-12-21",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.2,64.61,1384,218.1,56.45,11.53,0.782,0.762,27.39,20.93,24.07,21.17,112.9,57.97,1.109,4.775
"2018-12-22",NA,0,0,NA,0,0,0,0,0,0,0,0,0,93.6,60.05,1421,328.9,62.33,16.59,0.977,0,28.93,21.67,25.18,21.79,21.31,33.9,1.728,6.8
"2018-12-23",NA,0,0,NA,0,0,0,0,0,0,0,0,0,91.6,66.55,1000,144.7,50.26,8.42,0.547,0,27.44,21.73,24.63,21.64,38.44,26.01,1.486,5.225
"2018-12-24",NA,0,0,NA,0,0,0,0,0,0,0,0,0,92.7,66.15,1450,299.7,63.36,14.76,0.959,0,29.61,21.86,25.54,21.6,15.92,31.27,1.643,6.575
"2018-12-25",NA,0,0,NA,0,0,0,0,0,0,0,0,0,89.6,55.52,1366,374.2,62.23,18.43,1.217,0,32.08,24.17,27.5,23.97,10.77,31.79,2.268,6.725
"2018-12-26",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.4,64.73,1401,352.4,59.08,16.92,1.14,0,32.19,24.95,28.63,24.78,31.61,28.63,1.736,5.975
"2018-12-27",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.9,69.87,1329,339,58.88,16.8,1.138,0,32.53,25.36,28.52,25.05,14.12,34.41,2.521,8.75
"2018-12-28",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.2,67.3,1550,162.2,69.65,9.36,0.582,1.524,27.17,19.56,23.43,19.7,167.6,43.12,2.023,8.37
"2018-12-29",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,61.94,1302,254.1,57.26,13.57,0.893,2.794,27.45,19.03,23.16,19.2,83.5,84.7,1.248,4.7
"2018-12-30",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.7,50.43,1187,349.3,53.8,17.3,1.126,0,31.28,19.54,25.53,19.78,15.72,35.53,1.477,7.925
"2018-12-31",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.4,54.88,1280,285.5,58.27,14.54,0.979,0,31.25,23.4,27.23,23.3,27.8,31.64,1.559,6.275
"2019-01-01",NA,0,0,NA,0,0,0,0,0,0,0,0,0,93.9,64.14,830,194.9,41.52,11.01,0.776,0,30.83,23.81,26.82,23.55,1.537,30.95,1.506,5.3
"2019-01-02",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.1,56.17,1410,317.5,61.32,15.58,1.131,0,32.43,22.69,27.47,22.42,146,62.01,1.716,7.175
"2019-01-03",NA,0,0,NA,0,0,0,0,0,0,0,0,0,94.3,65.93,921,189.8,42.54,10.85,0.727,0.254,26.52,20.8,24.18,20.9,141.6,40.2,1.456,6.425
"2019-01-04",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.2,63.39,1491,303.7,67.82,15.15,1.049,0,29.08,20.31,25.53,20.67,11.86,37.53,1.52,6.2
"2019-01-05",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.8,62.86,1467,305.2,65.18,15.24,0.854,37.34,32.52,20.6,25.82,20.75,8.09,76.13,1.97,7.775
"2019-01-06",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.4,56.31,1218,425.7,57.86,21.21,1.495,0,29.58,20.54,25.42,20.15,163.4,43.53,1.533,6.8
"2019-01-07",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.5,51.5,1520,397.6,69.03,19.46,1.411,0,29.34,18.9,25.05,19.64,144.5,53.21,1.134,6.65
"2019-01-08",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.3,60.96,1102,222.7,50.16,11.59,0.768,0,28.82,18.39,24.66,19.2,18.81,28.74,0.916,5.6
"2019-01-09",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.7,58.95,1464,392,66.59,19.59,1.323,0,30.55,20.78,26.76,21.07,88.5,39.12,1.122,5.9
"2019-01-10",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.8,57.12,1410,233.6,62.03,11.93,0.901,0,33.38,21.23,27.86,21.49,350.1,47.81,1.479,6.2
"2019-01-11",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.5,64.6,1416,317.1,61.01,15.49,0.972,0,31.01,23.5,28.07,23.55,88.2,79.75,1.609,5.375
"2019-01-12",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.4,42.28,1143,413,52.99,19.82,1.425,0,38.35,24,29.56,24.1,173.8,98.2,2.3,7.4
"2019-01-13",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.5,51.96,1066,408.8,53.6,19.98,1.444,0,33.84,21.6,29.3,21.66,8.38,80.3,1.696,6.875
"2019-01-14",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,67.98,1282,237,57.77,12.26,0.745,3.556,31.22,23.13,26.79,23.1,153.4,47.37,1.095,4.55
"2019-01-15",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,65.65,1179,355.5,60.71,18.44,1.246,0,32.3,22.7,29.17,23.07,81.7,33.32,1.191,5.75
"2019-01-16",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,84.2,1328,168.4,63.56,9.77,0.617,25.15,26.91,22.83,24.72,22.95,178.2,38.78,1.443,6.35
"2019-01-17",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,66.2,1467,387,65.89,19.14,1.253,7.874,31.25,22.67,27.46,22.88,135.5,56.63,1.182,5.75
"2019-01-18",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,60.45,1420,413.6,65.78,20.17,1.436,1.778,32.38,23.36,28.42,23.79,31.6,35.8,1.365,6.425
"2019-01-19",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,72.7,1464,242.4,63.36,11.58,0.717,1.524,28.92,20.36,24.28,20.28,166,41.93,1.824,7.625
"2019-01-20",NA,0,0,NA,0,0,0,0,0,0,0,0,0,82.8,45.22,1474,413.3,65.79,18.99,1.285,0.254,27.62,20.34,24,20.13,150.2,43.02,2.491,9.05
"2019-01-21",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96,41.64,1322,425.1,58.89,19.61,1.41,0,28.56,16.64,22.79,16.17,134.9,63.06,1.334,5.525
"2019-01-22",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.8,44.35,1283,429.6,59.69,20.04,1.442,0,32.37,16,25.05,15.74,0.985,59.81,1.484,7.175
"2019-01-23",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.3,45.45,1381,431.8,60.2,20.22,1.404,0,31.04,20.68,26.44,19.57,87.1,33.98,1.244,5.75
"2019-01-24",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.8,45.95,1509,381.2,67.71,18.57,1.207,0,31.53,21.43,26.02,20.92,170,42.09,1.504,5.75
"2019-01-25",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.9,65.86,1485,277.1,66.1,14.18,0.966,6.858,28.81,20.7,24.4,20.55,155.3,57.98,1.3,4.925
"2019-01-26",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.4,85.8,1305,148.6,56.25,8.47,0.527,5.842,25.5,20.2,22.19,20.22,170.1,41.05,0.822,4.625
"2019-01-27",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,62.5,737.6,157.4,37.26,8.97,0.617,2.032,25.52,19.27,22.28,19.34,146.3,55.28,0.803,3.5
"2019-01-28",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.1,66.39,616.1,131.1,30.87,7.543,0.536,1.27,25.36,19.54,22.51,19.42,57.96,57.41,0.538,4.625
"2019-01-29",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.4,56.92,1449,407.4,68.23,19.46,1.367,0,30.42,17.33,24.7,17.13,18.46,37.13,1.593,6.65
"2019-01-30",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.9,52.64,1515,327.7,64.37,15.85,0.964,0,30.42,21.47,25.43,21.6,10.15,36.22,1.176,6.2
"2019-01-31",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.5,51.06,1335,401.8,60.6,19.34,1.317,0,32.15,21.4,26.84,20.89,28.36,33.01,1.367,7.025
"2019-02-01",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.4,63.66,1424,392.9,65.89,19.25,1.205,3.048,31.1,22.86,26.58,22.73,107.6,51.74,0.916,5.075
"2019-02-02",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,63.43,1233,308.6,58.08,16.04,1.115,33.53,29.41,22.18,25.81,22.33,122.1,46.54,0.908,4.325
"2019-02-03",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,65.61,1461,323.1,68.03,16.13,0.979,1.016,30.08,20.96,25.4,21.02,15.6,38.4,1.159,6.725
"2019-02-04",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.9,61.01,1265,245.3,60.91,13.08,0.855,6.858,32.13,22.31,25.9,21.95,19.35,91,1.218,6.875
"2019-02-05",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.8,62.23,1204,338.7,56.55,17.18,1.238,0,29.61,21.48,25.45,21.14,161.6,42.14,1.22,5.375
"2019-02-06",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.7,54.44,1454,373,65.18,18.16,1.265,0,30.19,20.46,25.99,20.31,136.4,61.84,1.156,5.3
"2019-02-07",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.1,50.32,1362,400.4,61.92,19.6,1.346,5.334,29.93,19.14,25.48,19.08,152.7,52.55,1.224,5.075
"2019-02-08",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,67.67,1384,385.8,58.89,18.77,1.285,5.334,29.28,21.09,25.62,21.54,350.8,55.6,1.827,6.95
"2019-02-09",NA,0,0,NA,0,0,0,0,0,0,0,0,0,96.9,63.29,1400,319.3,63.76,15.56,1.046,0,31.8,23.56,26.8,23.33,359.9,34.95,1.365,6.125
"2019-02-10",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.9,54.7,1353,397.5,61.12,19.31,1.335,0,31.93,22.44,26.88,22.37,4.52,33.23,1.644,6.575
"2019-02-11",NA,0,0,NA,0,0,0,0,0,0,0,0,0,95.6,51.74,1219,369.5,54.21,18.23,1.13,0,33.18,22.25,27.27,22.44,21.49,44.9,1.148,5.675
"2019-02-12",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.6,57.06,716.6,172.1,36.75,9.64,0.633,0.508,32.32,23.68,26.68,23.62,6.56,36.27,0.896,4.4
"2019-02-13",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,74.88,604.2,119.8,35.33,7.318,0.469,0.508,29.36,23.83,25.9,23.61,165.2,31.35,0.533,3.95
"2019-02-14",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.9,63.78,1361,261.6,63.15,13.86,0.819,0.508,30.39,23.18,26,22.91,160,38.47,0.83,4.85
"2019-02-15",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,66,1410,251.8,61.53,12.79,0.859,4.572,29.62,21.04,25.41,21.54,60.15,73.44,1.044,5.45
"2019-02-16",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.7,70.81,1571,251.9,72.29,13.83,0.821,9.4,30.51,22.71,26.34,22.8,63.69,59.63,0.828,4.1
"2019-02-17",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.9,57.31,1462,407.9,72.28,20.34,1.354,0.254,29.42,21.28,25.53,21.04,176.9,48.9,2.364,9.05
"2019-02-18",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.7,57.99,1353,387.8,63.45,18.98,1.252,2.286,30.24,20.37,24.74,19.83,192.1,43.9,1.928,7.025
"2019-02-19",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.1,56.91,1322,409.5,60.92,19.8,1.335,0.254,29.61,18.19,24.35,18.23,161.1,56.34,1.212,5.525
"2019-02-20",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.3,51.06,1141,400.6,56.44,19.59,1.365,0,31.3,18.28,25.6,18.16,11.24,35.59,1.56,6.65
"2019-02-21",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.4,73.58,1370,197.4,57.87,10.46,0.616,0,29.78,21.32,25.45,20.85,180.5,42.41,1.053,4.85
"2019-02-22",NA,0,0,NA,0,0,0,0,0,0,0,0,0,97.5,62.6,1246,288.1,54.01,14.52,0.984,0,30.97,22.16,25.99,21.98,160.9,47.1,1.086,5.975
"2019-02-23",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,62.71,1480,333.1,62.54,16.23,1.043,27.94,31.57,19.84,26.24,19.8,18.88,48.46,1.792,7.4
"2019-02-24",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,57.05,1127,397.7,54.41,19.66,1.356,1.27,31.05,19.36,25.47,19.57,73.61,57.89,1.111,5.375
"2019-02-25",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,63.23,1445,378.1,63.35,18.4,1.146,0,30.99,22.46,26.41,22.42,59.24,56.3,0.964,5.525
"2019-02-26",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.3,48.39,1133,387.1,54.21,18.84,1.274,0,34.75,22,28.15,21.62,353.3,43.2,1.7,7.1
"2019-02-27",NA,0,0,NA,0,0,0,0,0,0,0,0,0,90.3,63.19,1219,278.2,56.85,14.09,0.865,0,30.24,24.14,26.68,24.14,155.3,45.79,1.412,4.55
"2019-02-28",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.9,63.9,1217,246.6,54.32,12.26,0.746,0,31.38,22.52,26.4,22.68,94.8,66.86,0.825,4.775
"2019-03-01",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,66.22,1230,239.7,53.71,12.34,0.722,0.508,30.19,24.29,26.53,24.2,120.9,36.13,0.923,4.175
"2019-03-02",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,57.44,1208,355.7,52.99,17.11,1.107,1.27,34.22,23.93,28.37,24.14,15.4,32.82,1.518,6.2
"2019-03-03",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.7,75.2,1371,242.1,60.92,12.59,0.662,11.18,30.62,23.59,26.04,23.49,162.8,63.89,1.143,4.4
"2019-03-04",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,68.08,1217,295,54.83,14.3,0.959,3.81,31.6,23.33,27.38,23.41,10.12,35.75,1.246,5.825
"2019-03-05",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,73.98,895,153.3,44.67,8.3,0.449,1.27,27.97,23.81,24.96,23.62,188.9,38.09,1.118,6.275
"2019-03-06",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.6,61.77,1191,360.8,55.02,17.58,1.156,0,31.24,22.32,26.77,22.11,110.5,68.04,1.201,5.375
"2019-03-07",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,50.27,1154,380,55.22,18.68,1.24,0,31.11,21.59,26.53,21.31,41.16,23.55,1.015,6.725
"2019-03-08",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,56.74,1277,390.4,58.27,18.82,1.271,0,31.68,20.43,26.18,20.04,139.9,58.47,1.007,5.6
"2019-03-09",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,52.17,1111,366,52.08,17.82,1.207,0,32,20.49,26.51,20.34,146.6,77.22,1.179,5.45
"2019-03-10",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,57.14,1163,264.9,49.74,12.1,0.771,2.54,32.72,22.86,26.56,22.83,126.6,58.08,0.641,4.475
"2019-03-11",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,75.69,1178,147.8,45.69,7.773,0.551,7.62,28.53,22.81,25.31,22.82,176.6,64.11,0.61,4.475
"2019-03-12",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.9,61.82,1298,367.6,58.07,17.55,1.072,1.016,30.49,21.57,26.1,21.45,84.6,40.12,0.879,5.45
"2019-03-13",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,56.1,1243,345.1,56.15,16.95,1.111,0,30.7,20.36,26.18,20.39,51.38,28.84,1.021,6.425
"2019-03-14",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.9,57.24,1401,326.6,60.72,15.55,0.96,0,31.28,20.4,25.22,20,98.4,40.42,0.805,5.6
"2019-03-15",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.2,60.95,1321,244,61.33,12.14,0.826,0.762,30.1,21.14,25.58,21.17,149.8,59.1,0.979,4.7
"2019-03-16",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,51.72,1200,374.7,53.6,17.94,1.189,0,30.69,20.44,26.25,19.9,71.47,50.08,1,5.225
"2019-03-17",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,57.5,1234,312.8,51.58,14.85,0.973,0,30.88,19.63,25.95,19.76,18.05,36.71,1.329,6.275
"2019-03-18",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.8,50.47,971,349,47.71,16.9,1.088,10.41,34.41,21.13,28.17,20.82,19.47,52.44,0.92,5.3
"2019-03-19",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.8,57.56,1263,307.1,58.08,15.15,0.909,2.54,31.56,20.72,25.71,20.83,94.5,62.69,0.758,4.625
"2019-03-20",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,50.1,934,355.1,46.8,17.49,1.171,0,34.95,21.34,27.93,21.26,1.765,45.9,1.13,5.15
"2019-03-21",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.5,62.14,1103,284.6,48.52,13.67,0.765,40.89,32.2,21.29,26.26,21.02,165.4,50.93,0.811,4.55
"2019-03-22",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,66.45,1350,333.2,60.11,16.37,0.981,13.97,30.06,20.95,25.1,21.13,148.5,49.25,0.891,4.925
"2019-03-23",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,70.68,1319,237.7,58.48,11.63,0.661,24.38,29,20.48,24.21,20.41,86.3,44.94,0.831,6.35
"2019-03-24",NA,0,0,NA,0,0,0,0,0,0,0,0,0,100,53.95,1169,323.3,53.81,15.63,1.023,0,30.67,19.48,25.15,19.19,33.54,27.62,0.791,5.975
"2019-03-25",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.2,58.38,1216,323.6,51.57,14.92,0.978,0,31.96,20.86,26.18,20.7,19.01,58.73,0.912,5
"2019-03-26",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.9,59.4,1277,254.3,56.25,12.68,0.734,5.334,29.42,20.25,24.03,20.43,176.8,47.02,1.639,6.65
"2019-03-27",NA,0,0,NA,0,0,0,0,0,0,0,0,0,99.8,53.69,1192,218.6,50.97,11.05,0.697,0,28.87,19.22,22.56,19.33,171.9,62.2,0.823,4.25
"2019-03-28",NA,0,0,NA,0,0,0,0,0,0,0,0,0,98.6,57.32,1117,297.4,48.13,14.27,0.915,0,30.6,19.79,24.71,19.37,351.7,29.7,1.298,6.05
